orden_base;orden_pagina;orden_en_pagina;tipo_registro;id_registro;id_padre;seccion;pagina;Marca;ruta_relativa;area_principal;subarea_1;subarea_2;nombre_recurso;grupo_modal;tipo_activo;formatos_disponibles;cantidad_formatos;descripcion_clara;tiene_descargas;cantidad_items_descargables_pagina;cantidad_opciones_descarga_pagina;notas;redundancia_detectada;detalle_redundancia;palabras_clave;texto_indexacion
84;6;13;descargable;D-006-013;P-006;Ecosistema;Pay;Pay;brands/pay.html;Logos;;Variaciones;Lockup Personal Pay (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Pay | Logos > Variaciones | Recurso: Lockup Personal Pay (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Lockup Personal Pay (color, fondo blanco).;Sí;;;;No;;Ecosistema | Pay | Logos | Variaciones | Lockup Personal Pay (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/pay.html | descargable | descarga;Sección: Ecosistema | Página: Pay | Ruta: brands/pay.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Lockup Personal Pay (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Lockup Personal Pay (color, fondo blanco) en formato .ai.
85;6;14;descargable;D-006-014;P-006;Ecosistema;Pay;Pay;brands/pay.html;Logos;;Variaciones;Lockup Personal Pay (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Pay | Logos > Variaciones | Recurso: Lockup Personal Pay (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Lockup Personal Pay (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Pay | Logos | Variaciones | Lockup Personal Pay (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/pay.html | descargable | descarga;Sección: Ecosistema | Página: Pay | Ruta: brands/pay.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Lockup Personal Pay (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Lockup Personal Pay (negro, fondo blanco) en formato .ai.
86;6;15;descargable;D-006-015;P-006;Ecosistema;Pay;Pay;brands/pay.html;Logos;;Variaciones;Logotipo pill (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Pay | Logos > Variaciones | Recurso: Logotipo pill (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Pay | Logos | Variaciones | Logotipo pill (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/pay.html | descargable | descarga;Sección: Ecosistema | Página: Pay | Ruta: brands/pay.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo marca) en formato .ai.
87;6;16;descargable;D-006-016;P-006;Ecosistema;Pay;Pay;brands/pay.html;Logos;;Variaciones;Logotipo pill (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Pay | Logos > Variaciones | Recurso: Logotipo pill (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Pay | Logos | Variaciones | Logotipo pill (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/pay.html | descargable | descarga;Sección: Ecosistema | Página: Pay | Ruta: brands/pay.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo negro) en formato .ai.
88;6;17;descargable;D-006-017;P-006;Ecosistema;Pay;Pay;brands/pay.html;Logos;;Variaciones;Logotipo pill (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Pay | Logos > Variaciones | Recurso: Logotipo pill (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (color, fondo blanco).;Sí;;;;No;;Ecosistema | Pay | Logos | Variaciones | Logotipo pill (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/pay.html | descargable | descarga;Sección: Ecosistema | Página: Pay | Ruta: brands/pay.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (color, fondo blanco) en formato .ai.
89;6;18;descargable;D-006-018;P-006;Ecosistema;Pay;Pay;brands/pay.html;Logos;;Variaciones;Logotipo pill (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Pay | Logos > Variaciones | Recurso: Logotipo pill (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Pay | Logos | Variaciones | Logotipo pill (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/pay.html | descargable | descarga;Sección: Ecosistema | Página: Pay | Ruta: brands/pay.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (negro, fondo blanco) en formato .ai.
90;7;0;pagina;P-007;;Ecosistema;Tienda;Tienda;brands/tienda.html;;;;Tienda;;Página;;0;"Hub de marca Tienda Personal con logos descargables, paleta cromática y enlaces de redes/sitios. Bloques principales: Logos; Paleta cromática; Redes.";Sí;16;80;;No;;"Ecosistema | Tienda | brands/tienda.html | Logos; Paleta cromática; Redes | página | descargas";"Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Descripción: Hub de marca Tienda Personal con logos descargables, paleta cromática y enlaces de redes/sitios. | Bloques: Logos; Paleta cromática; Redes | Tiene descargas: Sí | Cantidad de ítems descargables: 16 | Cantidad de opciones de descarga: 80"
91;7;1;descargable;D-007-001;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Isotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Isotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Tienda | Logos | Isotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca) en formato .ai.
92;7;2;descargable;D-007-002;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Isotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Isotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Tienda | Logos | Isotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro) en formato .ai.
93;7;3;descargable;D-007-003;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Isotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Isotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Tienda | Logos | Isotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Isotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (color, fondo blanco) en formato .ai.
94;7;4;descargable;D-007-004;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Isotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Isotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Tienda | Logos | Isotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Isotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco) en formato .ai.
95;7;5;descargable;D-007-005;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Tienda | Logos | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
96;7;6;descargable;D-007-006;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Tienda | Logos | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
97;7;7;descargable;D-007-007;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Logotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Logotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Tienda | Logos | Logotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Logotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (color, fondo blanco) en formato .ai.
98;7;8;descargable;D-007-008;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;;Logotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos | Recurso: Logotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Tienda | Logos | Logotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Nombre del recurso: Logotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco) en formato .ai.
99;7;9;descargable;D-007-009;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;Variaciones;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos > Variaciones | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Tienda | Logos | Variaciones | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
100;7;10;descargable;D-007-010;P-007;Ecosistema;Tienda;Tienda;brands/tienda.html;Logos;;Variaciones;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tienda | Logos > Variaciones | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Tienda | Logos | Variaciones | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tienda.html | descargable | descarga;Sección: Ecosistema | Página: Tienda | Ruta: brands/tienda.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
